,名前,名詞,エネルギー,タンパク質,脂質,食物繊維総量,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミン6,ビタミン12,葉酸,パントテン酸,ビオチン,ビタミンC,time
82,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '即席', '中華めん', '油揚げ', '乾', '添付', '調味', '料', '等', 'もの']",336.0,10.3,5.2,2.3,67.1,2700.0,260.0,110.0,25.0,110.0,0.8,0.4,0.11,0.66,13,8.0,3.0,16.0,0.0,0.0,1.3,3.0,0.21,0.04,1.0,0.05,0.0,14.0,0.37,2.2,0.0,29.0
83,こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '即席', '中華めん', '油揚げ', '調理', '後', '全体', '添付', '調味', '料', '等', 'もの']",93.0,3.0,0.8,0.6,18.7,430.0,68.0,6.0,6.0,26.0,0.2,0.1,0.03,0.17,4,2.0,1.0,4.0,0.0,0.0,0.2,1.0,0.01,0.01,0.2,0.01,0.0,4.0,0.1,0.6,0.0,11.0
84,こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）,"['こ', 'むぎ', '即席', 'めん類', '即席', '中華めん', '油揚げ', '添付', '調味', '料', '等', 'もの']",139.0,3.4,0.8,2.7,31.0,230.0,64.0,94.0,8.0,46.0,0.2,0.2,0.04,0.17,1,5.0,2.0,4.0,0.0,0.0,0.7,0.0,0.0,0.0,0.4,0.01,0.0,3.0,0.12,0.6,0.0,16.0
85,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）,"['こ', 'むぎ', '即席', 'めん類', '即席', '中華めん', '油揚げ', '乾', '添付', '調味', '料', '等', 'もの']",337.0,8.5,1.9,6.5,75.2,1200.0,310.0,230.0,21.0,130.0,0.6,0.4,0.08,0.5,3,14.0,6.0,15.0,0.0,0.0,1.7,0.0,0.01,0.01,1.1,0.05,0.0,8.0,0.34,1.5,0.0,24.0
86,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '塩味', '乾', '添付', '調味', '料', '等', 'もの']",422.0,10.9,18.5,5.8,58.6,2300.0,190.0,190.0,25.0,110.0,0.7,0.5,0.09,0.41,5,22.0,9.0,15.0,2.0,0.2,3.1,17.0,0.9,0.61,1.2,0.07,0.1,16.0,0.3,2.3,2.0,26.0
87,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '塩味', '調理', '後', '全体', '添付', '調味', '料', '等', 'もの']",92.0,2.5,4.2,1.3,13.2,520.0,43.0,43.0,6.0,24.0,0.2,0.1,0.02,0.09,1,5.0,2.0,3.0,0.0,0.0,0.7,4.0,0.2,0.14,0.3,0.02,0.0,4.0,0.07,0.5,1.0,28.0
88,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '塩味', '調理', '後', 'めん', 'スープ', 'もの']",175.0,3.8,7.7,2.2,25.2,440.0,37.0,76.0,7.0,34.0,0.3,0.2,0.04,0.14,1,9.0,3.0,5.0,0.0,0.0,1.2,1.0,0.19,0.14,0.3,0.02,0.0,4.0,0.1,0.6,0.0,25.0
89,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', 'しょうゆ', '味', '乾', '添付', '調味', '料', '等', 'もの']",417.0,10.0,19.1,6.1,54.6,2500.0,180.0,200.0,26.0,110.0,0.8,0.5,0.07,0.4,12,19.0,7.0,17.0,1.0,0.0,2.7,10.0,0.61,0.52,1.2,0.06,0.1,14.0,0.2,2.4,2.0,22.0
90,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', 'しょうゆ', '味', '調理', '後', '全体', '添付', '調味', '料', '等', 'もの']",90.0,2.3,4.5,1.4,12.9,590.0,43.0,46.0,6.0,27.0,0.2,0.1,0.02,0.09,3,4.0,2.0,4.0,0.0,0.0,0.6,2.0,0.14,0.12,0.3,0.01,0.0,3.0,0.05,0.6,1.0,24.0
91,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', 'しょうゆ', '味', '調理', '後', 'めん', 'スープ', 'もの']",142.0,3.0,5.8,1.9,20.7,450.0,33.0,74.0,6.0,28.0,0.2,0.1,0.04,0.13,3,7.0,2.0,4.0,0.0,0.0,0.9,1.0,0.15,0.14,0.3,0.01,0.0,3.0,0.07,0.6,0.0,20.0
92,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '焼きそば', '乾', '添付', '調味', '料', '等', 'もの']",401.0,8.2,18.6,5.7,57.5,1500.0,180.0,180.0,27.0,89.0,1.0,0.4,0.12,0.56,6,16.0,4.0,15.0,0.0,0.0,3.1,14.0,0.48,0.66,0.8,0.06,0.0,13.0,0.38,1.9,1.0,24.0
93,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '焼きそば', '調理', '後', '全体', '添付', '調味', '料', '等', 'もの']",222.0,5.0,11.3,3.3,34.2,910.0,100.0,94.0,14.0,54.0,0.4,0.3,0.06,0.3,3,9.0,3.0,9.0,0.0,0.0,1.8,11.0,0.28,0.3,0.6,0.04,0.0,9.0,0.15,1.1,2.0,15.0
94,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '乾', '添付', '調味', '料', '等', 'もの']",314.0,9.2,5.8,6.4,62.6,2800.0,250.0,48.0,26.0,100.0,1.2,0.4,0.1,0.66,58,14.0,7.0,18.0,0.0,0.0,1.1,9.0,0.16,0.13,0.8,0.07,0.0,21.0,0.35,2.9,1.0,27.0
95,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '調理', '後', '全体', '添付', '調味', '料', '等', 'もの']",66.0,2.5,2.1,1.5,10.2,560.0,77.0,44.0,7.0,34.0,0.2,0.1,0.02,0.12,14,3.0,2.0,4.0,0.0,0.0,0.3,3.0,0.1,0.1,0.4,0.02,0.0,4.0,0.08,0.7,2.0,14.0
96,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）,"['こ', 'むぎ', '即席', 'めん類', '中華', 'スタイル', '即席', 'カップめん', '油揚げ', '調理', '後', 'めん', 'スープ', 'もの']",121.0,3.4,1.3,2.5,25.3,380.0,53.0,76.0,7.0,42.0,0.3,0.1,0.03,0.17,10,5.0,2.0,3.0,0.0,0.0,0.3,1.0,0.05,0.06,0.3,0.01,0.0,3.0,0.07,0.6,0.0,14.0
97,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '和風', 'スタイル', '即席', 'カップめん', '油揚げ', '乾', '添付', '調味', '料', '等', 'もの']",439.0,10.9,19.8,6.0,56.1,2600.0,150.0,170.0,26.0,160.0,1.3,0.5,0.11,0.54,430,13.0,5.0,19.0,0.0,0.0,2.6,5.0,0.11,0.05,1.0,0.05,0.2,12.0,0.25,2.0,1.0,20.0
98,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,"['こ', 'むぎ', '即席', 'めん類', '和風', 'スタイル', '即席', 'カップめん', '油揚げ', '調理', '後', '全体', '添付', '調味', '料', '等', 'もの']",91.0,2.2,4.7,1.4,11.2,550.0,34.0,41.0,6.0,38.0,0.2,0.1,0.02,0.1,99,3.0,1.0,4.0,0.0,0.0,0.6,1.0,0.19,0.08,0.3,0.01,0.0,2.0,0.06,0.5,2.0,26.0
99,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,"['こ', 'むぎ', '即席', 'めん類', '和風', 'スタイル', '即席', 'カップめん', '油揚げ', '調理', '後', 'めん', 'スープ', 'もの']",163.0,2.7,7.2,2.4,24.4,420.0,26.0,78.0,6.0,48.0,0.2,0.1,0.02,0.13,77,4.0,2.0,3.0,0.0,0.0,1.0,1.0,0.15,0.06,0.3,0.01,0.0,3.0,0.07,0.4,1.0,23.0
100,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,"['こ', 'むぎ', 'マカロニ', 'スパゲッティ', '類', 'マカロニ', 'スパゲッティ', '乾']",347.0,12.9,1.8,5.4,73.1,1.0,200.0,18.0,55.0,130.0,1.4,1.5,0.28,0.82,0,63.0,1.0,53.0,0.0,0.0,0.3,0.0,0.19,0.06,2.3,0.11,0.0,13.0,0.65,4.0,0.0,28.0
101,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,"['こ', 'むぎ', 'マカロニ', 'スパゲッティ', '類', 'マカロニ', 'スパゲッティ']",150.0,5.8,0.9,3.0,32.2,460.0,14.0,8.0,20.0,53.0,0.7,0.7,0.14,0.35,0,32.0,1.0,13.0,0.0,0.0,0.1,0.0,0.06,0.03,0.6,0.02,0.0,4.0,0.28,1.6,0.0,19.0
102,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,"['こ', 'むぎ', 'マカロニ', 'スパゲッティ', '類', 'マカロニ', 'スパゲッティ', 'ソテー']",186.0,5.5,5.8,2.9,30.5,440.0,13.0,8.0,19.0,50.0,0.7,0.7,0.13,0.33,0,31.0,1.0,12.0,0.0,0.0,0.9,6.0,0.06,0.03,0.6,0.02,0.0,4.0,0.27,1.5,0.0,25.0
103,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,"['こ', 'むぎ', 'マカロニ', 'スパゲッティ', '類', 'パスタ', '生']",232.0,7.8,1.9,1.5,46.9,470.0,76.0,12.0,18.0,73.0,0.5,0.5,0.12,0.32,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.04,1.1,0.05,0.0,9.0,0.27,0.0,0.0,11.0
104,こむぎ　［ふ類］　生ふ,"['こ', 'むぎ', '類']",161.0,12.7,0.8,0.5,26.2,7.0,30.0,13.0,18.0,60.0,1.3,1.8,0.25,1.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.5,0.02,0.0,7.0,0.12,0.0,0.0,20.0
105,こむぎ　［ふ類］　焼きふ　釜焼きふ,"['こ', 'むぎ', '類', '釜', '焼き']",357.0,28.5,2.7,3.7,56.9,6.0,120.0,33.0,43.0,130.0,3.3,2.2,0.32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.16,0.07,3.5,0.08,0.0,16.0,0.58,0.0,0.0,15.0
106,こむぎ　［ふ類］　焼きふ　板ふ,"['こ', 'むぎ', '類', '板']",351.0,25.6,3.3,3.8,57.3,190.0,220.0,31.0,90.0,220.0,4.9,2.9,0.49,1.54,0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.08,3.6,0.16,0.0,22.0,0.79,0.0,0.0,25.0
107,こむぎ　［ふ類］　焼きふ　車ふ,"['こ', 'むぎ', '類', '車']",361.0,30.2,3.4,2.6,54.2,110.0,130.0,25.0,53.0,130.0,4.2,2.7,0.42,1.23,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.12,0.07,2.9,0.07,0.0,11.0,0.47,0.0,0.0,10.0
108,こむぎ　［ふ類］　油ふ,"['こ', 'むぎ', '類', '油']",547.0,22.7,35.3,0,34.4,22.0,71.0,19.0,28.0,95.0,1.7,1.4,0.21,0.94,0,38.0,3.0,19.0,0.0,0.0,3.9,65.0,0.07,0.03,1.8,0.06,0.1,17.0,0.22,4.6,0.0,15.0
109,こむぎ　［その他］　小麦はいが,"['こ', 'むぎ', 'その他', '小麦', 'いが']",391.0,32.0,11.6,14.3,48.3,3.0,1100.0,42.0,310.0,1100.0,9.4,16.0,0.89,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,1.82,0.71,4.2,1.24,0.0,390.0,1.34,0.0,0.0,13.0
110,こむぎ　［その他］　小麦たんぱく　粉末状,"['こ', 'むぎ', 'その他', '小麦', 'たん', '粉末', '状']",398.0,72.0,9.7,2.4,10.6,60.0,90.0,75.0,75.0,180.0,6.6,5.0,0.75,2.67,0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.03,0.12,3.5,0.1,0.0,34.0,0.61,0.0,0.0,19.0
111,こむぎ　［その他］　小麦たんぱく　粒状,"['こ', 'むぎ', 'その他', '小麦', 'たん', '粒状']",101.0,20.0,2.0,0.4,1.8,36.0,3.0,14.0,16.0,54.0,1.8,1.4,0.22,0.62,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.01,1.2,0.01,0.0,5.0,0.0,0.0,0.0,23.0
112,こむぎ　［その他］　小麦たんぱく　ペースト状,"['こ', 'むぎ', 'その他', '小麦', 'たん', 'ペースト', '状']",145.0,25.0,4.1,0.5,3.9,230.0,39.0,30.0,54.0,160.0,3.0,2.4,0.36,1.57,0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.2,0.03,2.7,0.04,0.0,17.0,0.45,0.0,0.0,10.0
113,こむぎ　［その他］　かやきせんべい,"['こ', 'むぎ', 'その他', 'かや', 'せんべい']",359.0,10.6,1.9,0,75.1,970.0,150.0,19.0,27.0,110.0,0.8,0.6,0.15,0.76,1,5.0,1.0,15.0,0.0,0.0,0.3,0.0,0.17,0.02,1.2,0.09,0.0,16.0,0.39,2.3,0.0,22.0
114,こむぎ　［その他］　ぎょうざの皮　生,"['こ', 'むぎ', 'その他', 'ざの', '皮', '生']",275.0,9.3,1.4,2.2,57.0,2.0,64.0,16.0,18.0,60.0,0.8,0.6,0.12,0.28,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.08,0.04,0.7,0.06,0.0,12.0,0.61,0.0,0.0,14.0
115,こむぎ　［その他］　しゅうまいの皮　生,"['こ', 'むぎ', 'その他', 'しゅう', '皮', '生']",275.0,8.3,1.4,2.2,58.9,2.0,72.0,16.0,17.0,60.0,0.6,0.5,0.1,0.28,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.04,0.6,0.05,0.0,9.0,0.5,0.0,0.0,18.0
116,こむぎ　［その他］　春巻きの皮　生,"['こ', 'むぎ', 'その他', '春巻き', '皮', '生']",288.0,8.3,1.6,4.5,62.2,440.0,77.0,13.0,13.0,54.0,0.3,0.3,0.09,0.23,1,18.0,1.0,12.0,0.0,0.0,0.0,1.0,0.03,0.01,0.7,0.03,0.0,9.0,0.18,0.9,0.0,19.0
117,こむぎ　［その他］　春巻きの皮　揚げ,"['こ', 'むぎ', 'その他', '春巻き', '皮', '揚げ']",512.0,7.2,30.7,4.2,53.7,370.0,66.0,11.0,11.0,48.0,0.3,0.3,0.09,0.2,0,16.0,1.0,11.0,0.0,0.0,4.9,47.0,0.02,0.01,0.6,0.02,0.0,8.0,0.18,0.8,0.0,13.0
118,こむぎ　［その他］　ピザ生地,"['こ', 'むぎ', 'その他', 'ピザ', '生地']",265.0,9.1,3.0,2.3,51.1,510.0,91.0,13.0,22.0,77.0,0.8,0.6,0.09,0.5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,0.11,1.0,0.05,0.0,20.0,0.54,0.0,0.0,15.0
119,こむぎ　［その他］　ちくわぶ,"['こ', 'むぎ', 'その他', 'ちく']",160.0,7.1,1.2,1.5,31.1,1.0,3.0,8.0,6.0,31.0,0.5,0.2,0.07,0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.3,0.01,0.0,4.0,0.25,0.0,0.0,10.0
120,こむぎ　［その他］　パン粉　生,"['こ', 'むぎ', 'その他', 'パン粉', '生']",277.0,11.0,5.1,3.0,47.6,350.0,110.0,25.0,29.0,97.0,1.1,0.7,0.15,0.47,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.11,0.02,1.2,0.05,0.0,40.0,0.41,0.0,0.0,26.0
121,こむぎ　［その他］　パン粉　半生,"['こ', 'むぎ', 'その他', 'パン粉', '半生']",315.0,12.5,5.8,3.5,54.3,400.0,130.0,28.0,34.0,110.0,1.2,0.8,0.17,0.53,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.13,0.03,1.4,0.06,0.0,46.0,0.47,0.0,0.0,22.0
122,こむぎ　［その他］　パン粉　乾燥,"['こ', 'むぎ', 'その他', 'パン粉', '乾燥']",369.0,14.6,6.8,4.0,63.4,460.0,150.0,33.0,39.0,130.0,1.4,0.9,0.2,0.62,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.15,0.03,1.6,0.07,0.0,54.0,0.54,0.0,0.0,16.0
123,こむぎ　［その他］　冷めん　生,"['こ', 'むぎ', 'その他', '生']",249.0,3.9,0.7,1.1,57.6,530.0,59.0,11.0,12.0,57.0,0.3,0.2,0.05,0.21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.02,0.0,4.0,0.11,0.0,0.0,14.0
124,こめ　［水稲穀粒］　玄米,"['こめ', '水稲', '穀', '粒', '玄米']",346.0,6.8,2.7,3.0,74.3,1.0,230.0,9.0,110.0,290.0,2.1,1.8,0.27,2.06,0,3.0,0.0,65.0,0.0,0.0,1.2,0.0,0.41,0.04,6.3,0.45,0.0,27.0,1.37,6.0,0.0,24.0
125,こめ　［水稲穀粒］　半つき米,"['こめ', '水稲', '穀', '粒', '半', 'つき', '米']",345.0,6.5,1.8,1.4,75.9,1.0,150.0,7.0,64.0,210.0,1.5,1.6,0.24,1.4,0,2.0,0.0,76.0,0.0,0.0,0.8,0.0,0.3,0.03,3.5,0.28,0.0,18.0,1.0,3.5,0.0,12.0
126,こめ　［水稲穀粒］　七分つき米,"['こめ', '水稲', '穀', '粒', '七', '分', 'つき', '米']",348.0,6.3,1.5,0.9,76.6,1.0,120.0,6.0,45.0,180.0,1.3,1.5,0.23,1.05,0,2.0,0.0,73.0,0.0,0.0,0.4,0.0,0.24,0.03,1.7,0.2,0.0,15.0,0.84,2.9,0.0,10.0
127,こめ　［水稲穀粒］　精白米　うるち米,"['こめ', '水稲', '穀', '粒', '精白', '米', 'うるち米']",342.0,6.1,0.9,0.5,77.6,1.0,89.0,5.0,23.0,95.0,0.8,1.4,0.22,0.81,0,2.0,0.0,69.0,0.0,0.0,0.1,0.0,0.08,0.02,1.2,0.12,0.0,12.0,0.66,1.4,0.0,17.0
128,こめ　［水稲穀粒］　精白米　もち米,"['こめ', '水稲', '穀', '粒', '精白', '米', 'もち', '米']",343.0,6.4,1.2,0.5,77.2,0.0,97.0,5.0,33.0,100.0,0.2,1.5,0.22,1.3,0,2.0,0.0,79.0,0.0,0.0,0.2,0.0,0.12,0.02,1.6,0.12,0.0,12.0,0.67,1.4,0.0,23.0
129,こめ　［水稲穀粒］　精白米　インディカ米,"['こめ', '水稲', '穀', '粒', '精白', '米', 'インディカ', '米']",347.0,7.4,0.9,0.5,77.7,1.0,68.0,5.0,18.0,90.0,0.5,1.6,0.2,0.88,0,7.0,2.0,62.0,0.0,0.0,0.0,0.0,0.06,0.02,1.1,0.08,0.0,16.0,0.61,2.0,0.0,24.0
130,こめ　［水稲穀粒］　はいが精米,"['こめ', '水稲', '穀', '粒', '精米']",343.0,6.5,2.0,1.3,75.8,1.0,150.0,7.0,51.0,150.0,0.9,1.6,0.22,1.54,0,2.0,0.0,57.0,0.0,0.0,0.9,0.0,0.23,0.03,3.1,0.22,0.0,18.0,1.0,3.3,0.0,14.0
131,こめ　［水稲穀粒］　発芽玄米,"['こめ', '水稲', '穀', '粒', '発芽', '玄米']",339.0,6.5,3.3,3.1,74.3,3.0,160.0,13.0,120.0,280.0,1.0,1.9,0.23,2.07,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.35,0.02,4.9,0.34,0.0,18.0,0.75,0.0,0.0,20.0
132,こめ　［水稲穀粒］　赤米,"['こめ', '水稲', '穀', '粒', '赤', '米']",344.0,8.5,3.3,6.5,71.9,2.0,290.0,12.0,130.0,350.0,1.2,2.4,0.27,2.5,0,3.0,1.0,55.0,0.0,0.0,1.5,0.0,0.38,0.05,5.5,0.5,0.0,30.0,1.17,5.6,0.0,12.0
133,こめ　［水稲穀粒］　黒米,"['こめ', '水稲', '穀', '粒', '黒米']",341.0,7.8,3.2,5.6,72.0,1.0,270.0,15.0,110.0,310.0,0.9,1.9,0.22,4.28,0,3.0,3.0,72.0,0.0,0.0,1.3,0.0,0.39,0.1,6.9,0.49,0.0,49.0,0.83,5.8,0.0,14.0
134,こめ　［水稲めし］　玄米,"['こめ', '水稲', 'めし', '玄米']",152.0,2.8,1.0,1.4,35.6,1.0,95.0,7.0,49.0,130.0,0.6,0.8,0.12,1.04,0,1.0,0.0,34.0,0.0,0.0,0.5,0.0,0.16,0.02,2.9,0.21,0.0,10.0,0.65,2.5,0.0,27.0
135,こめ　［水稲めし］　半つき米,"['こめ', '水稲', 'めし', '半', 'つき', '米']",154.0,2.7,0.6,0.8,36.4,1.0,43.0,4.0,22.0,53.0,0.2,0.7,0.11,0.6,0,1.0,0.0,34.0,0.0,0.0,0.2,0.0,0.08,0.01,1.6,0.07,0.0,6.0,0.35,1.2,0.0,23.0
136,こめ　［水稲めし］　七分つき米,"['こめ', '水稲', 'めし', '七', '分', 'つき', '米']",160.0,2.6,0.5,0.5,36.7,1.0,35.0,4.0,13.0,44.0,0.2,0.7,0.11,0.46,0,1.0,0.0,35.0,0.0,0.0,0.1,0.0,0.06,0.01,0.8,0.03,0.0,5.0,0.26,0.9,0.0,24.0
137,こめ　［水稲めし］　精白米　インディカ米,"['こめ', '水稲', 'めし', '精白', '米', 'インディカ', '米']",184.0,3.8,0.4,0.4,41.5,0.0,31.0,2.0,8.0,41.0,0.2,0.8,0.1,0.42,0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,0.02,0.0,0.3,0.02,0.0,6.0,0.24,0.5,0.0,13.0
138,こめ　［水稲めし］　精白米　うるち米,"['こめ', '水稲', 'めし', '精白', '米', 'うるち米']",156.0,2.5,0.3,1.5,37.1,1.0,29.0,3.0,7.0,34.0,0.1,0.6,0.1,0.35,0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.02,0.0,3.0,0.25,0.5,0.0,25.0
139,こめ　［水稲めし］　精白米　もち米,"['こめ', '水稲', 'めし', '精白', '米', 'もち', '米']",188.0,3.5,0.5,0.4,43.9,0.0,28.0,2.0,5.0,19.0,0.1,0.8,0.11,0.5,0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.03,0.01,0.2,0.02,0.0,4.0,0.3,0.5,0.0,29.0
140,こめ　［水稲めし］　はいが精米,"['こめ', '水稲', 'めし', '精米']",159.0,2.7,0.6,0.8,36.4,1.0,51.0,5.0,24.0,68.0,0.2,0.7,0.1,0.68,0,1.0,1.0,28.0,0.0,0.0,0.4,0.0,0.08,0.01,0.8,0.09,0.0,6.0,0.44,1.0,0.0,13.0
141,こめ　［水稲めし］　発芽玄米,"['こめ', '水稲', 'めし', '発芽', '玄米']",161.0,3.0,1.4,1.8,35.0,1.0,68.0,6.0,53.0,130.0,0.4,0.9,0.11,0.93,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.13,0.01,2.0,0.13,0.0,6.0,0.36,0.0,0.0,17.0
142,こめ　［水稲めし］　赤米,"['こめ', '水稲', 'めし', '赤', '米']",150.0,3.8,1.3,3.4,32.7,1.0,120.0,5.0,55.0,150.0,0.5,1.0,0.12,1.0,0,1.0,0.0,24.0,0.0,0.0,0.6,0.0,0.15,0.02,2.8,0.19,0.0,9.0,0.47,2.8,0.0,18.0
143,こめ　［水稲めし］　黒米,"['こめ', '水稲', 'めし', '黒米']",150.0,3.6,1.4,3.3,32.2,0.0,130.0,7.0,55.0,150.0,0.4,0.9,0.11,1.95,0,2.0,1.0,33.0,0.0,0.0,0.3,0.0,0.14,0.04,3.0,0.18,0.0,19.0,0.4,2.7,0.0,27.0
144,こめ　［水稲軟めし］　精白米,"['こめ', '水稲', '軟', 'めし', '精白', '米']",113.0,1.8,0.3,1.1,26.4,1.0,20.0,3.0,5.0,24.0,0.1,0.4,0.08,0.25,0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.02,0.01,0.1,0.01,0.0,2.0,0.18,0.3,0.0,27.0
145,こめ　［水稲全かゆ］　玄米,"['こめ', '水稲', '玄米']",64.0,1.2,0.4,0.6,15.2,1.0,41.0,3.0,21.0,55.0,0.2,0.3,0.05,0.44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,1.2,0.09,0.0,4.0,0.28,0.0,0.0,19.0
146,こめ　［水稲全かゆ］　半つき米,"['こめ', '水稲', '半', 'つき', '米']",65.0,1.1,0.3,0.3,15.5,0.0,18.0,2.0,9.0,23.0,0.1,0.3,0.05,0.26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.7,0.03,0.0,2.0,0.15,0.0,0.0,20.0
147,こめ　［水稲全かゆ］　七分つき米,"['こめ', '水稲', '七', '分', 'つき', '米']",68.0,1.1,0.2,0.2,15.6,0.0,15.0,2.0,6.0,19.0,0.1,0.3,0.04,0.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.3,0.01,0.0,2.0,0.11,0.0,0.0,29.0
148,こめ　［水稲全かゆ］　精白米,"['こめ', '水稲', '精白', '米']",65.0,1.1,0.1,0.1,15.7,0.0,12.0,1.0,3.0,14.0,0.0,0.3,0.04,0.15,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.01,0.0,1.0,0.11,0.3,0.0,15.0
149,こめ　［水稲五分かゆ］　玄米,"['こめ', '水稲', '五', '分', 'ゆ', '玄米']",32.0,0.6,0.2,0.3,7.6,0.0,20.0,1.0,10.0,28.0,0.1,0.2,0.03,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.6,0.05,0.0,2.0,0.14,0.0,0.0,25.0
